train_acc,val_acc,train_loss,val_loss,epochs
0.8258620689655173,0.771848811356251,0.47721514,0.7414673,185
0.8206896551724138,0.7739011458867795,0.48669755,0.7311257,181
0.8672413793103448,0.7822815118864375,0.38951436,0.72176105,257
0.85,0.7821104840088935,0.40857068,0.71480495,226
0.8396551724137931,0.7809132888660851,0.45029724,0.727268,191
0.8551724137931035,0.7711646998460749,0.45187432,0.7277623,247
0.8689655172413793,0.7706516162134428,0.43008783,0.73234,277
0.8672413793103448,0.7677441422951942,0.392739,0.7497324,353
0.8862068965517241,0.7716777834787071,0.36904207,0.7425284,341
0.8586206896551725,0.7651787241320335,0.4412648,0.7477328,264
0.8862068965517241,0.7838207627843339,0.32844457,0.76482224,337
0.8896551724137931,0.7846759021720541,0.32524928,0.75970525,340
0.896551724137931,0.7898067384983752,0.29663318,0.78928065,434
0.8775862068965518,0.7851889858046862,0.3368383,0.76347786,335
0.9206896551724137,0.7904908500085513,0.23320739,0.8026819,590
0.8655172413793103,0.7771506755601163,0.3959915,0.7590512,260
0.8310344827586207,0.7689413374380024,0.547174,0.7777369,160
0.8379310344827586,0.7704805883358987,0.5056171,0.7795053,175
0.8827586206896552,0.7766375919274842,0.3280154,0.77256936,374
0.8344827586206897,0.7680861980502822,0.49861515,0.7709293,185
0.8327586206896552,0.7740721737643236,0.4865788,0.7428042,206
0.8551724137931035,0.7858730973148623,0.4237177,0.7331032,245
0.843103448275862,0.776124508294852,0.4868276,0.7237797,198
0.8620689655172413,0.7833076791517017,0.4096958,0.7335099,266
0.8344827586206897,0.7812553446211733,0.4912957,0.73009336,199
0.8844827586206897,0.7732170343766034,0.34731826,0.7596946,331
0.8862068965517241,0.7786899264580126,0.31179753,0.77657187,451
0.8879310344827587,0.7783478707029245,0.30043805,0.77165097,597
0.8896551724137931,0.7783478707029245,0.32627395,0.764015,409
0.8706896551724138,0.775782452539764,0.38216227,0.75758076,299
0.9155172413793103,0.766889002907474,0.29438272,0.83821166,393
0.8793103448275862,0.762784333846417,0.3562409,0.7999782,270
0.8724137931034482,0.7639815289892252,0.36692372,0.8106714,246
0.8827586206896552,0.7687703095604583,0.36001238,0.79661244,267
0.903448275862069,0.7653497520095776,0.32137802,0.82879674,322
0.8448275862068966,0.7752693689071318,0.44518086,0.75001585,285
0.8706896551724138,0.7778347870702924,0.36717314,0.78139037,447
0.8620689655172413,0.7732170343766034,0.4162374,0.7676548,340
0.8327586206896552,0.7721908671113391,0.47666022,0.7451259,247
0.8741379310344828,0.7750983410295879,0.36548337,0.76932985,477
0.9017241379310345,0.7819394561313494,0.31879058,0.7322566,234
0.9051724137931034,0.7867282367025825,0.28718495,0.73787904,264
0.9275862068965517,0.7831366512741577,0.24258055,0.76101,354
0.9344827586206896,0.7927142124166239,0.21239801,0.75828916,451
0.9172413793103448,0.7857020694373182,0.25266948,0.76657736,345
0.8775862068965518,0.7745852573969557,0.34774756,0.78891265,357
0.8810344827586207,0.7696254489481785,0.34962335,0.78465986,340
0.8844827586206897,0.7762955361723961,0.36012354,0.7784967,329
0.8706896551724138,0.771506755601163,0.38021147,0.77565855,321
0.8551724137931035,0.7679151701727381,0.42017296,0.76500285,258
0.843103448275862,0.7800581494783649,0.49141502,0.7284884,213
0.8551724137931035,0.7797160937232769,0.47108665,0.74081343,231
0.8758620689655172,0.7839917906618779,0.39878964,0.73249376,318
0.8724137931034482,0.779887121600821,0.4010199,0.7385419,318
0.8448275862068966,0.7822815118864375,0.49289566,0.7245746,217
0.8793103448275862,0.7709936719685309,0.3501469,0.7425433,283
0.8810344827586207,0.7727039507439712,0.3468561,0.743126,288
0.8879310344827587,0.7721908671113391,0.32665214,0.7417473,325
0.8741379310344828,0.7720198392337951,0.35629687,0.74497855,276
0.8913793103448275,0.7721908671113391,0.32792222,0.75198776,320
0.8655172413793103,0.7785188985804686,0.39111385,0.74859387,289
0.8810344827586207,0.7776637591927484,0.37029442,0.7550631,315
0.846551724137931,0.7805712331109971,0.4603774,0.72915024,205
0.8827586206896552,0.7780058149478365,0.36808947,0.7421364,304
0.8586206896551725,0.7810843167436292,0.39888453,0.7437136,275
0.8982758620689655,0.7851889858046862,0.31401736,0.75661963,348
0.8793103448275862,0.7822815118864375,0.321951,0.75427765,354
0.8810344827586207,0.7814263724987173,0.34265038,0.7522001,306
0.8706896551724138,0.7790319822131008,0.37514544,0.7497062,270
0.8655172413793103,0.7819394561313494,0.39900774,0.7432915,228
0.8827586206896552,0.7778347870702924,0.36506975,0.7329274,247
0.8931034482758621,0.77561142466222,0.3271431,0.73645663,303
0.8706896551724138,0.776124508294852,0.38430116,0.7318926,229
0.8724137931034482,0.7739011458867795,0.3827372,0.7321999,237
0.8913793103448275,0.7766375919274842,0.35087305,0.7340216,271
0.8517241379310345,0.775782452539764,0.4430705,0.7423551,201
0.8482758620689655,0.775782452539764,0.44487035,0.753529,201
0.8672413793103448,0.7810843167436292,0.3856629,0.7360222,246
0.8620689655172413,0.7773217034376604,0.40003645,0.73690635,235
0.8568965517241379,0.7793740379681888,0.4222328,0.7366244,225
0.8810344827586207,0.7762955361723961,0.3460335,0.76679087,345
0.8724137931034482,0.7740721737643236,0.4054158,0.74800664,253
0.8672413793103448,0.7733880622541475,0.39864042,0.7652781,268
0.8637931034482759,0.7788609543355567,0.38995388,0.7489418,277
0.8810344827586207,0.7778347870702924,0.345798,0.7660175,339
0.8931034482758621,0.7727039507439712,0.3260387,0.7711956,310
0.8913793103448275,0.7716777834787071,0.33945015,0.7680754,260
0.8913793103448275,0.775953480417308,0.3181357,0.7751572,346
0.8931034482758621,0.776124508294852,0.30944812,0.76626235,345
0.8775862068965518,0.771506755601163,0.37008324,0.7654292,254
0.846551724137931,0.780229177355909,0.44883177,0.7239832,222
0.8844827586206897,0.7776637591927484,0.32042095,0.77534354,425
0.853448275862069,0.7773217034376604,0.39651337,0.7360467,278
0.8603448275862069,0.7776637591927484,0.4003681,0.7442397,266
0.8689655172413793,0.7795450658457329,0.36878842,0.7435765,331
0.8793103448275862,0.7728749786215153,0.35895348,0.7840226,321
0.8844827586206897,0.7713357277236189,0.32497814,0.799477,394
0.8620689655172413,0.7716777834787071,0.39120805,0.7656704,253
0.8879310344827587,0.7735590901316914,0.33082408,0.79462576,351
0.8655172413793103,0.7744142295194116,0.4000607,0.769038,238
