Trial-ID,Status,Iteration,dropout,lr,num_hidden_layers,num_hidden_units,Objective,epochs,split_details,train_acc,train_loss,val_acc,val_acc_uncertainty,val_loss,val_loss_uncertainty
83,INTERMEDIATE,1,0.16093690085874868,0.021039482716828088,4,19,0.7804974561899378,385.4,"{'epoch_counts': [333, 301, 590, 448, 282, 245, 589, 373, 416, 277], 'val_losses': [0.92103904, 0.92781645, 1.2135358, 1.1303647, 0.91917694, 0.9678587, 1.2064242, 0.99853307, 0.9859355, 1.0080626], 'val_accs': [0.7868852459016393, 0.7919728660260034, 0.7868852459016393, 0.7767100056529113, 0.7801017524024872, 0.7586206896551724, 0.7676653476540418, 0.7784058790276993, 0.7931034482758621, 0.784624081401922], 'train_losses': [0.48000258, 0.47761077, 0.35540757, 0.4525268, 0.5688445, 0.55532503, 0.36936507, 0.5851288, 0.39646754, 0.48474652], 'train_accs': [0.853448275862069, 0.8413793103448276, 0.8655172413793103, 0.8568965517241379, 0.8068965517241379, 0.8258620689655173, 0.8758620689655172, 0.8155172413793104, 0.8672413793103448, 0.8448275862068966]}",0.8453448275862069,0.47254252433776855,0.7804974561899378,0.00712266817410967,1.0278745889663696,0.06676461994647975
83,COMPLETED,1,0.16093690085874868,0.021039482716828088,4,19,0.7804974561899378,385.4,"{'epoch_counts': [333, 301, 590, 448, 282, 245, 589, 373, 416, 277], 'val_losses': [0.92103904, 0.92781645, 1.2135358, 1.1303647, 0.91917694, 0.9678587, 1.2064242, 0.99853307, 0.9859355, 1.0080626], 'val_accs': [0.7868852459016393, 0.7919728660260034, 0.7868852459016393, 0.7767100056529113, 0.7801017524024872, 0.7586206896551724, 0.7676653476540418, 0.7784058790276993, 0.7931034482758621, 0.784624081401922], 'train_losses': [0.48000258, 0.47761077, 0.35540757, 0.4525268, 0.5688445, 0.55532503, 0.36936507, 0.5851288, 0.39646754, 0.48474652], 'train_accs': [0.853448275862069, 0.8413793103448276, 0.8655172413793103, 0.8568965517241379, 0.8068965517241379, 0.8258620689655173, 0.8758620689655172, 0.8155172413793104, 0.8672413793103448, 0.8448275862068966]}",0.8453448275862069,0.47254252433776855,0.7804974561899378,0.00712266817410967,1.0278745889663696,0.06676461994647975
84,INTERMEDIATE,1,0.18674536804309974,0.008677294754240122,4,34,0.7840587902769925,310.1,"{'epoch_counts': [251, 230, 553, 375, 244, 321, 379, 222, 279, 247], 'val_losses': [0.89503807, 0.87322366, 1.1845335, 1.1182829, 0.90017825, 0.9255549, 1.2021023, 0.8655449, 0.8248774, 1.0045471], 'val_accs': [0.7936687394007914, 0.7817976257772753, 0.7919728660260034, 0.7733182589033352, 0.7874505370265686, 0.7817976257772753, 0.7648388920293951, 0.7880158281514981, 0.7987563595251554, 0.7789711701526286], 'train_losses': [0.44118398, 0.6067437, 0.32952523, 0.4281265, 0.54528177, 0.47563604, 0.36252987, 0.66044, 0.36360282, 0.5298708], 'train_accs': [0.8689655172413793, 0.8086206896551724, 0.8810344827586207, 0.8603448275862069, 0.8206896551724138, 0.8362068965517241, 0.8655172413793103, 0.8, 0.8879310344827587, 0.8362068965517241]}",0.846551724137931,0.47429409623146057,0.7840587902769925,0.00604861503674381,0.9793883562088013,0.08569692373275739
84,COMPLETED,1,0.18674536804309974,0.008677294754240122,4,34,0.7840587902769925,310.1,"{'epoch_counts': [251, 230, 553, 375, 244, 321, 379, 222, 279, 247], 'val_losses': [0.89503807, 0.87322366, 1.1845335, 1.1182829, 0.90017825, 0.9255549, 1.2021023, 0.8655449, 0.8248774, 1.0045471], 'val_accs': [0.7936687394007914, 0.7817976257772753, 0.7919728660260034, 0.7733182589033352, 0.7874505370265686, 0.7817976257772753, 0.7648388920293951, 0.7880158281514981, 0.7987563595251554, 0.7789711701526286], 'train_losses': [0.44118398, 0.6067437, 0.32952523, 0.4281265, 0.54528177, 0.47563604, 0.36252987, 0.66044, 0.36360282, 0.5298708], 'train_accs': [0.8689655172413793, 0.8086206896551724, 0.8810344827586207, 0.8603448275862069, 0.8206896551724138, 0.8362068965517241, 0.8655172413793103, 0.8, 0.8879310344827587, 0.8362068965517241]}",0.846551724137931,0.47429409623146057,0.7840587902769925,0.00604861503674381,0.9793883562088013,0.08569692373275739
85,INTERMEDIATE,1,0.48903823995077617,0.000653845277617264,4,25,0.7730356133408705,953.4,"{'epoch_counts': [1068, 879, 960, 626, 909, 1070, 624, 1721, 774, 903], 'val_losses': [0.8327688, 0.8557856, 0.8933481, 0.9441622, 0.88269734, 0.8805381, 0.99856246, 0.9642522, 0.80538934, 0.88698405], 'val_accs': [0.7964951950254381, 0.7716223855285472, 0.7784058790276993, 0.7586206896551724, 0.7597512719050311, 0.7699265121537592, 0.7433578292820803, 0.7721876766534765, 0.7959299039005088, 0.7840587902769927], 'train_losses': [0.57717663, 0.7031324, 0.600338, 0.75257015, 0.68678576, 0.62844604, 0.6588834, 0.6244789, 0.5389851, 0.63315713], 'train_accs': [0.8396551724137931, 0.7913793103448276, 0.8155172413793104, 0.8051724137931034, 0.7948275862068965, 0.8155172413793104, 0.8017241379310345, 0.8137931034482758, 0.8413793103448276, 0.8086206896551724]}",0.8127586206896552,0.6403954029083252,0.7730356133408705,0.010346240814019358,0.8944487571716309,0.03535021543502803
85,COMPLETED,1,0.48903823995077617,0.000653845277617264,4,25,0.7730356133408705,953.4,"{'epoch_counts': [1068, 879, 960, 626, 909, 1070, 624, 1721, 774, 903], 'val_losses': [0.8327688, 0.8557856, 0.8933481, 0.9441622, 0.88269734, 0.8805381, 0.99856246, 0.9642522, 0.80538934, 0.88698405], 'val_accs': [0.7964951950254381, 0.7716223855285472, 0.7784058790276993, 0.7586206896551724, 0.7597512719050311, 0.7699265121537592, 0.7433578292820803, 0.7721876766534765, 0.7959299039005088, 0.7840587902769927], 'train_losses': [0.57717663, 0.7031324, 0.600338, 0.75257015, 0.68678576, 0.62844604, 0.6588834, 0.6244789, 0.5389851, 0.63315713], 'train_accs': [0.8396551724137931, 0.7913793103448276, 0.8155172413793104, 0.8051724137931034, 0.7948275862068965, 0.8155172413793104, 0.8017241379310345, 0.8137931034482758, 0.8413793103448276, 0.8086206896551724]}",0.8127586206896552,0.6403954029083252,0.7730356133408705,0.010346240814019358,0.8944487571716309,0.03535021543502803
86,INTERMEDIATE,1,0.4787760083843914,0.0008327306083567152,5,38,0.7808366308648955,720.1,"{'epoch_counts': [862, 556, 856, 692, 804, 618, 930, 739, 637, 507], 'val_losses': [0.8692447, 0.8497905, 0.95454115, 0.9354105, 0.8817827, 0.8876593, 1.0783991, 0.97469115, 0.8372589, 0.94365776], 'val_accs': [0.7925381571509327, 0.7931034482758621, 0.7874505370265686, 0.7750141322781232, 0.7795364612775579, 0.7806670435274167, 0.7625777275296778, 0.7704918032786885, 0.8004522328999435, 0.7665347654041832], 'train_losses': [0.51799077, 0.7034401, 0.4913763, 0.61292243, 0.57667464, 0.65553874, 0.44603428, 0.6966281, 0.4711, 0.67183846], 'train_accs': [0.8568965517241379, 0.7913793103448276, 0.8275862068965517, 0.8258620689655173, 0.8068965517241379, 0.8086206896551724, 0.8396551724137931, 0.7810344827586206, 0.853448275862069, 0.7982758620689655]}",0.8189655172413793,0.5843543410301208,0.7808366308648955,0.0072371396269076405,0.9212435483932495,0.04598256498575204
86,COMPLETED,1,0.4787760083843914,0.0008327306083567152,5,38,0.7808366308648955,720.1,"{'epoch_counts': [862, 556, 856, 692, 804, 618, 930, 739, 637, 507], 'val_losses': [0.8692447, 0.8497905, 0.95454115, 0.9354105, 0.8817827, 0.8876593, 1.0783991, 0.97469115, 0.8372589, 0.94365776], 'val_accs': [0.7925381571509327, 0.7931034482758621, 0.7874505370265686, 0.7750141322781232, 0.7795364612775579, 0.7806670435274167, 0.7625777275296778, 0.7704918032786885, 0.8004522328999435, 0.7665347654041832], 'train_losses': [0.51799077, 0.7034401, 0.4913763, 0.61292243, 0.57667464, 0.65553874, 0.44603428, 0.6966281, 0.4711, 0.67183846], 'train_accs': [0.8568965517241379, 0.7913793103448276, 0.8275862068965517, 0.8258620689655173, 0.8068965517241379, 0.8086206896551724, 0.8396551724137931, 0.7810344827586206, 0.853448275862069, 0.7982758620689655]}",0.8189655172413793,0.5843543410301208,0.7808366308648955,0.0072371396269076405,0.9212435483932495,0.04598256498575204
87,INTERMEDIATE,1,0.1421087528953633,0.04222783077678732,1,17,0.7851893725268514,275.5,"{'epoch_counts': [355, 189, 322, 277, 198, 306, 343, 217, 319, 229], 'val_losses': [0.73389816, 0.77447134, 0.8059596, 0.83647716, 0.7710919, 0.7216573, 0.84945965, 0.78467935, 0.7307601, 0.7904073], 'val_accs': [0.7976257772752968, 0.7817976257772753, 0.7880158281514981, 0.7721876766534765, 0.7851893725268513, 0.791407574901074, 0.7716223855285472, 0.7891464104013567, 0.789711701526286, 0.7851893725268513], 'train_losses': [0.45193675, 0.60536414, 0.4702591, 0.49889785, 0.56362724, 0.5041904, 0.45016953, 0.6122102, 0.40860653, 0.54419965], 'train_accs': [0.8482758620689655, 0.8224137931034483, 0.843103448275862, 0.843103448275862, 0.8293103448275863, 0.8396551724137931, 0.853448275862069, 0.8258620689655173, 0.8793103448275862, 0.8482758620689655]}",0.8432758620689655,0.5109461545944214,0.7851893725268514,0.005144149236857021,0.7798861861228943,0.025643274188041687
87,COMPLETED,1,0.1421087528953633,0.04222783077678732,1,17,0.7851893725268514,275.5,"{'epoch_counts': [355, 189, 322, 277, 198, 306, 343, 217, 319, 229], 'val_losses': [0.73389816, 0.77447134, 0.8059596, 0.83647716, 0.7710919, 0.7216573, 0.84945965, 0.78467935, 0.7307601, 0.7904073], 'val_accs': [0.7976257772752968, 0.7817976257772753, 0.7880158281514981, 0.7721876766534765, 0.7851893725268513, 0.791407574901074, 0.7716223855285472, 0.7891464104013567, 0.789711701526286, 0.7851893725268513], 'train_losses': [0.45193675, 0.60536414, 0.4702591, 0.49889785, 0.56362724, 0.5041904, 0.45016953, 0.6122102, 0.40860653, 0.54419965], 'train_accs': [0.8482758620689655, 0.8224137931034483, 0.843103448275862, 0.843103448275862, 0.8293103448275863, 0.8396551724137931, 0.853448275862069, 0.8258620689655173, 0.8793103448275862, 0.8482758620689655]}",0.8432758620689655,0.5109461545944214,0.7851893725268514,0.005144149236857021,0.7798861861228943,0.025643274188041687
88,INTERMEDIATE,1,0.2305240657636421,0.0005273520865094413,2,16,0.7780667043527416,1470.9,"{'epoch_counts': [1435, 1284, 1356, 1130, 1814, 1627, 1628, 1432, 1640, 1363], 'val_losses': [0.8118803, 0.83516127, 0.84514207, 0.9002382, 0.8255519, 0.80258876, 0.90322787, 0.87350434, 0.76894134, 0.8425044], 'val_accs': [0.789711701526286, 0.7778405879027699, 0.7784058790276993, 0.7591859807801018, 0.7851893725268513, 0.7801017524024872, 0.7648388920293951, 0.7801017524024872, 0.7925381571509327, 0.7727529677784059], 'train_losses': [0.63629353, 0.70979375, 0.6315603, 0.7530497, 0.6456933, 0.6412585, 0.5260676, 0.7587806, 0.4886579, 0.67632395], 'train_accs': [0.8189655172413793, 0.8017241379310345, 0.8068965517241379, 0.8051724137931034, 0.8068965517241379, 0.8137931034482758, 0.8310344827586207, 0.7844827586206896, 0.8517241379310345, 0.8]}",0.8120689655172415,0.646747887134552,0.7780667043527416,0.005935556811758058,0.8408740162849426,0.024369539320468814
88,COMPLETED,1,0.2305240657636421,0.0005273520865094413,2,16,0.7780667043527416,1470.9,"{'epoch_counts': [1435, 1284, 1356, 1130, 1814, 1627, 1628, 1432, 1640, 1363], 'val_losses': [0.8118803, 0.83516127, 0.84514207, 0.9002382, 0.8255519, 0.80258876, 0.90322787, 0.87350434, 0.76894134, 0.8425044], 'val_accs': [0.789711701526286, 0.7778405879027699, 0.7784058790276993, 0.7591859807801018, 0.7851893725268513, 0.7801017524024872, 0.7648388920293951, 0.7801017524024872, 0.7925381571509327, 0.7727529677784059], 'train_losses': [0.63629353, 0.70979375, 0.6315603, 0.7530497, 0.6456933, 0.6412585, 0.5260676, 0.7587806, 0.4886579, 0.67632395], 'train_accs': [0.8189655172413793, 0.8017241379310345, 0.8068965517241379, 0.8051724137931034, 0.8068965517241379, 0.8137931034482758, 0.8310344827586207, 0.7844827586206896, 0.8517241379310345, 0.8]}",0.8120689655172415,0.646747887134552,0.7780667043527416,0.005935556811758058,0.8408740162849426,0.024369539320468814
89,INTERMEDIATE,1,0.3286267999062413,0.047962898522781384,2,19,0.7810062182023743,357.0,"{'epoch_counts': [203, 212, 462, 397, 460, 378, 270, 524, 287, 377], 'val_losses': [0.83185697, 0.8495844, 0.92240655, 0.9725736, 0.85139745, 0.90597206, 0.9890075, 0.9613667, 0.8059438, 0.9102639], 'val_accs': [0.789711701526286, 0.7738835500282646, 0.78631995477671, 0.7767100056529113, 0.7829282080271339, 0.7857546636517807, 0.7637083097795364, 0.7829282080271339, 0.8027133973996609, 0.7654041831543245], 'train_losses': [0.50203925, 0.59216726, 0.4279657, 0.4960002, 0.47999215, 0.4661846, 0.4239735, 0.57357, 0.3541992, 0.5239686], 'train_accs': [0.853448275862069, 0.8086206896551724, 0.85, 0.846551724137931, 0.853448275862069, 0.846551724137931, 0.8551724137931035, 0.8120689655172414, 0.8931034482758621, 0.8310344827586207]}",0.845,0.4840060770511627,0.7810062182023743,0.006783493499152082,0.9000372886657715,0.03805778026580808
89,COMPLETED,1,0.3286267999062413,0.047962898522781384,2,19,0.7810062182023743,357.0,"{'epoch_counts': [203, 212, 462, 397, 460, 378, 270, 524, 287, 377], 'val_losses': [0.83185697, 0.8495844, 0.92240655, 0.9725736, 0.85139745, 0.90597206, 0.9890075, 0.9613667, 0.8059438, 0.9102639], 'val_accs': [0.789711701526286, 0.7738835500282646, 0.78631995477671, 0.7767100056529113, 0.7829282080271339, 0.7857546636517807, 0.7637083097795364, 0.7829282080271339, 0.8027133973996609, 0.7654041831543245], 'train_losses': [0.50203925, 0.59216726, 0.4279657, 0.4960002, 0.47999215, 0.4661846, 0.4239735, 0.57357, 0.3541992, 0.5239686], 'train_accs': [0.853448275862069, 0.8086206896551724, 0.85, 0.846551724137931, 0.853448275862069, 0.846551724137931, 0.8551724137931035, 0.8120689655172414, 0.8931034482758621, 0.8310344827586207]}",0.845,0.4840060770511627,0.7810062182023743,0.006783493499152082,0.9000372886657715,0.03805778026580808
90,INTERMEDIATE,1,0.5740256542708028,0.0009844844777423631,2,43,0.7858111927642736,695.0,"{'epoch_counts': [826, 869, 622, 623, 758, 567, 810, 783, 635, 457], 'val_losses': [0.7900982, 0.792816, 0.82161796, 0.8525017, 0.8230318, 0.80107456, 0.91156405, 0.83997124, 0.77658606, 0.85242915], 'val_accs': [0.8015828151498021, 0.7919728660260034, 0.7908422837761447, 0.7801017524024872, 0.7874505370265686, 0.7755794234030525, 0.7704918032786885, 0.7840587902769927, 0.8004522328999435, 0.7755794234030525], 'train_losses': [0.5315836, 0.5936344, 0.5873662, 0.62380236, 0.6080009, 0.6531309, 0.4948519, 0.6690468, 0.49475756, 0.71121085], 'train_accs': [0.846551724137931, 0.8155172413793104, 0.8155172413793104, 0.8275862068965517, 0.8172413793103448, 0.8, 0.8396551724137931, 0.8120689655172414, 0.8637931034482759, 0.8]}",0.8237931034482759,0.5967385768890381,0.7858111927642736,0.006502261164499701,0.8261691331863403,0.024650923907756805
90,COMPLETED,1,0.5740256542708028,0.0009844844777423631,2,43,0.7858111927642736,695.0,"{'epoch_counts': [826, 869, 622, 623, 758, 567, 810, 783, 635, 457], 'val_losses': [0.7900982, 0.792816, 0.82161796, 0.8525017, 0.8230318, 0.80107456, 0.91156405, 0.83997124, 0.77658606, 0.85242915], 'val_accs': [0.8015828151498021, 0.7919728660260034, 0.7908422837761447, 0.7801017524024872, 0.7874505370265686, 0.7755794234030525, 0.7704918032786885, 0.7840587902769927, 0.8004522328999435, 0.7755794234030525], 'train_losses': [0.5315836, 0.5936344, 0.5873662, 0.62380236, 0.6080009, 0.6531309, 0.4948519, 0.6690468, 0.49475756, 0.71121085], 'train_accs': [0.846551724137931, 0.8155172413793104, 0.8155172413793104, 0.8275862068965517, 0.8172413793103448, 0.8, 0.8396551724137931, 0.8120689655172414, 0.8637931034482759, 0.8]}",0.8237931034482759,0.5967385768890381,0.7858111927642736,0.006502261164499701,0.8261691331863403,0.024650923907756805
