Trial-ID,Status,Iteration,dropout,lr,n_hidden_layers,n_hidden_units,Objective,epochs,train_acc,train_loss,val_acc,val_acc_uncertainty,val_loss,val_loss_uncertainty
1,INTERMEDIATE,1,0.48879104507364296,0.0001694377065413584,4,30,0.46930469191633684,754.3,0.5703448275862069,1.3603065013885498,0.46930469191633684,0.11064160542679474,1.7302110195159912,0.3003308534622189
1,COMPLETED,1,0.48879104507364296,0.0001694377065413584,4,30,0.46930469191633684,754.3,0.5703448275862069,1.3603065013885498,0.46930469191633684,0.11064160542679474,1.7302110195159912,0.3003308534622189
2,INTERMEDIATE,1,0.5032968019867821,0.00061615373173342,5,50,0.6091577162238553,337.7,0.7856896551724137,0.6380404233932495,0.6091577162238553,0.009724420576596948,1.3672091960906982,0.0774319797754286
2,COMPLETED,1,0.5032968019867821,0.00061615373173342,5,50,0.6091577162238553,337.7,0.7856896551724137,0.6380404233932495,0.6091577162238553,0.009724420576596948,1.3672091960906982,0.0774319797754286
3,INTERMEDIATE,1,0.47102669613088505,0.09919309829493844,2,58,0.6986998304126626,187.1,0.9670689655172413,0.13252593576908112,0.6986998304126626,0.006500847936687482,1.4442038536071777,0.1696201235055923
3,COMPLETED,1,0.47102669613088505,0.09919309829493844,2,58,0.6986998304126626,187.1,0.9670689655172413,0.13252593576908112,0.6986998304126626,0.006500847936687482,1.4442038536071777,0.1696201235055923
4,INTERMEDIATE,1,0.24200809219558592,0.048897628891459044,1,25,0.7219898247597513,133.1,0.9284482758620689,0.2846006453037262,0.7219898247597513,0.004975975127190613,0.9509599804878235,0.031823115050792716
4,COMPLETED,1,0.24200809219558592,0.048897628891459044,1,25,0.7219898247597513,133.1,0.9284482758620689,0.2846006453037262,0.7219898247597513,0.004975975127190613,0.9509599804878235,0.031823115050792716
5,INTERMEDIATE,1,0.3468777124015217,0.00871174200750529,1,33,0.7280949689089881,159.4,0.9044827586206896,0.37170130014419556,0.7280949689089881,0.005767382702091539,0.8605915307998657,0.018405248224735327
5,COMPLETED,1,0.3468777124015217,0.00871174200750529,1,33,0.7280949689089881,159.4,0.9044827586206896,0.37170130014419556,0.7280949689089881,0.005767382702091539,0.8605915307998657,0.018405248224735327
6,INTERMEDIATE,1,0.3538379729838677,0.03599711138351244,1,22,0.7250423968343697,151.6,0.9375862068965517,0.2566346526145935,0.7250423968343697,0.007692198982476084,0.9690864682197571,0.0678972184658051
6,COMPLETED,1,0.3538379729838677,0.03599711138351244,1,22,0.7250423968343697,151.6,0.9375862068965517,0.2566346526145935,0.7250423968343697,0.007692198982476084,0.9690864682197571,0.0678972184658051
7,INTERMEDIATE,1,0.22534892479267765,0.000675481010090446,5,15,0.5881854154889768,436.5,0.7353448275862069,0.7686295509338379,0.5881854154889768,0.01713114754098366,1.333484411239624,0.04396775960922228
7,COMPLETED,1,0.22534892479267765,0.000675481010090446,5,15,0.5881854154889768,436.5,0.7353448275862069,0.7686295509338379,0.5881854154889768,0.01713114754098366,1.333484411239624,0.04396775960922228
