train_acc,val_acc,train_loss,val_loss,epochs
0.9017241379310345,0.7997263553959295,0.34126002,0.7029033,297
0.9103448275862069,0.8026338293141783,0.32953182,0.69889396,351
0.8896551724137931,0.8017786899264581,0.37993836,0.694532,226
0.9103448275862069,0.8024628014366342,0.35292676,0.69955105,289
0.903448275862069,0.8017786899264581,0.37765196,0.6926677,228
0.8724137931034482,0.7923721566615358,0.45923355,0.704963,235
0.8775862068965518,0.7913459893962715,0.43232828,0.696058,293
0.8775862068965518,0.792885240294168,0.48702157,0.7107253,202
0.9,0.7952796305797845,0.41051424,0.7056455,358
0.8637931034482759,0.7915170172738156,0.5222011,0.71867186,177
0.9258620689655173,0.8120403625791004,0.31049597,0.68712497,395
0.9224137931034483,0.805712331109971,0.30678448,0.7017712,408
0.9120689655172414,0.805712331109971,0.37925184,0.6857035,227
0.9396551724137931,0.8094749444159398,0.28294617,0.6883069,567
0.9327586206896552,0.8093039165383957,0.2922712,0.6868128,437
0.8517241379310345,0.7927142124166239,0.5513462,0.7496035,154
0.8620689655172413,0.7959637420899607,0.4458579,0.7182432,232
0.853448275862069,0.7944244911920643,0.50210315,0.73144054,178
0.8827586206896552,0.793227296049256,0.3883918,0.72042435,353
0.8672413793103448,0.7963057978450487,0.42467272,0.72217613,255
0.8879310344827587,0.8050282195997948,0.39604104,0.6929363,277
0.8879310344827587,0.8017786899264581,0.384778,0.6818284,319
0.8827586206896552,0.8043441080896186,0.40088326,0.6990714,263
0.9,0.8048571917222507,0.3646955,0.70150876,395
0.8896551724137931,0.801607662048914,0.3878876,0.6925955,283
0.8827586206896552,0.801607662048914,0.43847555,0.68968254,226
0.9,0.8053702753548828,0.37150815,0.67579305,343
0.8810344827586207,0.8009235505387378,0.44217724,0.67943597,230
0.896551724137931,0.8002394390285616,0.37807497,0.6764064,318
0.8793103448275862,0.8007525226611938,0.45577866,0.6774594,210
0.9120689655172414,0.793056268171712,0.315783,0.7508167,351
0.903448275862069,0.7868992645801266,0.36468688,0.7436125,216
0.9137931034482759,0.7850179579271421,0.3459054,0.75240284,284
0.896551724137931,0.7903198221310074,0.37191036,0.74375015,220
0.8982758620689655,0.7877544039678468,0.3830947,0.7413992,211
0.8758620689655172,0.7964768257225928,0.448345,0.7088645,242
0.8862068965517241,0.7988712160082093,0.43992764,0.71503955,272
0.8706896551724138,0.7949375748246964,0.4602103,0.7130705,226
0.8827586206896552,0.7959637420899607,0.43210724,0.7156797,294
0.8896551724137931,0.797331965110313,0.38856328,0.7031436,387
0.9189655172413793,0.7923721566615358,0.3016678,0.69695073,255
0.9275862068965517,0.7976740208654011,0.27351916,0.7058707,325
0.9086206896551724,0.7927142124166239,0.33483833,0.7033249,216
0.9310344827586207,0.7944244911920643,0.27635542,0.7022473,286
0.9086206896551724,0.7906618778860954,0.35904396,0.7126295,190
0.8655172413793103,0.7901487942534633,0.42102632,0.73322284,234
0.8706896551724138,0.7904908500085513,0.47528198,0.73033667,184
0.8620689655172413,0.7877544039678468,0.46055487,0.72842544,193
0.9051724137931034,0.7947665469471524,0.34333497,0.7263368,369
0.8931034482758621,0.7918590730289037,0.3907609,0.7121054,277
0.896551724137931,0.7983581323755772,0.4416045,0.7103213,227
0.8879310344827587,0.8024628014366342,0.4823513,0.71729064,188
0.9103448275862069,0.8033179408243544,0.36923277,0.69942003,359
0.9017241379310345,0.8033179408243544,0.4259182,0.7056812,238
0.9086206896551724,0.8069095262527792,0.37087658,0.6973885,360
0.8862068965517241,0.7911749615187276,0.4504757,0.71045524,184
0.9120689655172414,0.7976740208654011,0.35844436,0.6900222,283
0.906896551724138,0.792885240294168,0.38027385,0.7015336,258
0.9051724137931034,0.7957927142124166,0.3993105,0.6891922,219
0.9137931034482759,0.7966478536001368,0.35538042,0.68490887,273
0.8844827586206897,0.8002394390285616,0.43262777,0.70195746,300
0.8810344827586207,0.7985291602531213,0.47315648,0.7152441,218
0.8896551724137931,0.7956216863348726,0.4483831,0.71162945,237
0.8844827586206897,0.7987001881306653,0.40175697,0.71275944,360
0.896551724137931,0.7990422438857534,0.39364174,0.6986747,344
0.9241379310344827,0.8000684111510176,0.3096162,0.7190952,476
0.9206896551724137,0.8028048571917222,0.32683596,0.7143618,370
0.9,0.7927142124166239,0.39339322,0.7224216,242
0.9017241379310345,0.797502992987857,0.3877471,0.72033554,247
0.9224137931034483,0.8022917735590901,0.30901805,0.72118163,503
0.9224137931034483,0.7993842996408415,0.32678726,0.7045765,411
0.9310344827586207,0.7978450487429452,0.28858286,0.6888889,599
0.9362068965517242,0.8002394390285616,0.29656544,0.6880639,540
0.9155172413793103,0.801949717804002,0.33032614,0.6932059,347
0.9189655172413793,0.797502992987857,0.32694292,0.703028,350
0.8827586206896552,0.801949717804002,0.42224786,0.6898026,218
0.8913793103448275,0.8043441080896186,0.38478604,0.6912393,253
0.8879310344827587,0.8012656062938259,0.4081283,0.6862086,231
0.8810344827586207,0.8028048571917222,0.41647252,0.6889551,214
0.8896551724137931,0.8004104669061057,0.38771778,0.6997866,287
0.9206896551724137,0.8017786899264581,0.30647016,0.70835996,541
0.8793103448275862,0.796989909355225,0.4484203,0.7216588,184
0.8724137931034482,0.7959637420899607,0.44284588,0.7136983,199
0.8827586206896552,0.7933983239268001,0.43857569,0.70780647,212
0.8672413793103448,0.792885240294168,0.49883035,0.7211619,158
0.9189655172413793,0.7997263553959295,0.33497056,0.6966328,302
0.9275862068965517,0.8007525226611938,0.32999867,0.692488,332
0.9293103448275862,0.8022917735590901,0.3240145,0.6870761,377
0.9241379310344827,0.7990422438857534,0.31992212,0.69392914,368
0.9189655172413793,0.7983581323755772,0.35460314,0.6878149,244
0.903448275862069,0.7985291602531213,0.3623383,0.69361806,348
0.9,0.8000684111510176,0.39953148,0.7034804,240
0.903448275862069,0.8010945784162818,0.34610224,0.70070213,379
0.8775862068965518,0.793227296049256,0.42957422,0.69971395,207
0.8896551724137931,0.7990422438857534,0.41069716,0.7048667,223
0.9017241379310345,0.8034889687018985,0.36055252,0.71779865,288
0.9137931034482759,0.8028048571917222,0.30432716,0.7230023,500
0.9137931034482759,0.805712331109971,0.33053145,0.72407174,410
